id,cleaned_report_title,report_category_name,summary,text_content,is_waste,sample_task_id,sample_report_title,sample_report_text,user_id,created,updated,first_found,last_found,count,error_task_time,log_task_time,requeue_task_time,report_category_weight,predicted_task_time,predicted_task_status_error,predicted_task_status_completed,predicted_job_status,plugin
62,error error mainwrite exrwriter no channels selected or available for write at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,no channels selected (or available) to write,,,FALSE,,"Error: FailRenderException : >>> [16:52.54] ERROR: MainWrite: exrWriter: No channels selected (or available) for write    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I05plugins604f90dfef693619704adad5Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I05plugins604f90dfef693619704adad5Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I05plugins604f90dfef693619704adad5Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I05plugins604f90dfef693619704adad5Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
63,error error key no plugin named writer found at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,no plugin named <>,,,FALSE,,"Error: FailRenderException : [12:32.15] ERROR: KEY: //bstorage/projects/NJ/04_PRODUCTION/NJ00_RENDERS/01.COMP/NJ02/9999_NJ02/KEY_TUTORIAL/9999_NJ02_COMP_KEY.0010: no plugin named 0010Writer found    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I03plugins604b556f3daf9c1ce06521e5Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I03plugins604b556f3daf9c1ce06521e5Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I03plugins604b556f3daf9c1ce06521e5Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I03plugins604b556f3daf9c1ce06521e5Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
64,object reference not set to an instance of an object,object reference not set to an instance of an object,,,FALSE,,Object reference not set to an instance of an object.,,,,,,,,,,,,,,,,Nuke
65,error runtimeerror you must specify proxy file name to write to at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,you must specify a proxy file name to write to,,,FALSE,,"Error: FailRenderException : RuntimeError: You must specify a proxy file name to write to.    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE02-_I04plugins6087d27c316c244568abd07eNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE02-_I04plugins6087d27c316c244568abd07eNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE02-_I04plugins6087d27c316c244568abd07eNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE02-_I04plugins6087d27c316c244568abd07eNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
66,error error read data decompression zlib failed at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,data compression <> failed,,,FALSE,,"Error: FailRenderException : >>> [15:53.27] ERROR: Read2: Data decompression (zlib) failed.    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA07-_I04plugins607d9929670fcd35d04c02a3Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA07-_I04plugins607d9929670fcd35d04c02a3Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA07-_I04plugins607d9929670fcd35d04c02a3Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA07-_I04plugins607d9929670fcd35d04c02a3Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
67,error error particlecache particlecache is outofdate at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,<> is out-of-date,,,FALSE,,"Error: FailRenderException : >>> [12:39.31] ERROR: ParticleCache1: ParticleCache is out-of-date    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE07-_I05plugins60893f10914439333007349eNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE07-_I05plugins60893f10914439333007349eNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE07-_I05plugins60893f10914439333007349eNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE07-_I05plugins60893f10914439333007349eNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
68,sandbox process is not available may be disposed already,sandbox process is not available may be disposed already,,,FALSE,,"Sandbox Process is not available, may be disposed already.",,,,,,,,,,,,,,,,Nuke
69,error error particlecache particlecache data not found at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,<> data not found,,,FALSE,,"Error: FailRenderException : >>> [11:31.21] ERROR: ParticleCache1: ParticleCache data not found    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I02plugins60912286754a751894fa8cbbNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I02plugins60912286754a751894fa8cbbNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I02plugins60912286754a751894fa8cbbNuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I02plugins60912286754a751894fa8cbbNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
70,error error bad value for viewerprocess film srgb at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,bad value for <> film (sRGB),,,FALSE,,"Error: FailRenderException : [14:05.06] ERROR: Bad value for viewerProcess : Film (sRGB)    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I03plugins609297f679ab7403a881514aNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I03plugins609297f679ab7403a881514aNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I03plugins609297f679ab7403a881514aNuke.py, line 42, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCONA21-_I03plugins609297f679ab7403a881514aNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
71,error error read and motion graphicsnj screen mov reader reader failed to read frame end of file at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,mov64reader reader failed to read frame: end of file,,,FALSE,,"Error: FailRenderException : >>> [12:59.48] ERROR: Read6: //bstorage/projects/NJ/04_PRODUCTION/NJ00_ASSETS/LOGO AND MOTION GRAPHICS/NJ _ SCREEN UI_001/NJ05_UI_SC770.mp4: mov64Reader Reader failed to read frame: End of file    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I05plugins6093d50016a8de1c5ca8aba7Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I05plugins6093d50016a8de1c5ca8aba7Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I05plugins6093d50016a8de1c5ca8aba7Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Usersjon.tennentAppDataLocalThinkboxDeadline10slaveCONA03-_I05plugins6093d50016a8de1c5ca8aba7Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
72,error could not find file at filehandle at mode fileshare share fileoptions options at path filemode mode fileaccess access fileshare share int buffersize fileoptions options at path filemode mode fileaccess access fileshare share at path at bne string bnf string bng string bnh string bni ilist bnj boolean bnk datacontroller bnl bnm string bnn os bno at infilename string outfilename string forceseperator string newstrings datacontroller logfunction string regionid boolean at infilename string outfilename string forceseperator string newstrings datacontroller logfunction string regionid at infilename string outfilename string newstrings datacontroller logfunction string regionid at infilename string outfilename string newstrings file line in scenefilename tclescape file line in infilename outfilename newstrings at args at waitforexit at string at waitforexit at name managedprocess at name managedprocess string username string domain string password boolean usesu boolean at name managedprocess file line in startjob selfprocess at args at outmessage abortlevel abortlevel at outmessage abortlevel,could not find file <>,,,FALSE,,"Error: ManagedProcessAbort : Error: FileNotFoundException : Could not find file 'bstorageprojectsNJ04_PRODUCTIONNJ05_TANTRUM_BY_NOVA10_COMPOSITING0940_NJ05_COMPNJ05_0940_0960_1000_1020_1050_1530_1550_15700000_NJ05_COMP_TK01.nk'.    at System.IO.FileStream.ValidateFileHandle(SafeFileHandle fileHandle)    at System.IO.FileStream.CreateFileOpenHandle(FileMode mode, FileShare share, FileOptions options)    at System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share, Int32 bufferSize, FileOptions options)    at System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)    at System.IO.File.OpenRead(String path)    at Deadline.IO.PathMappingUtils.c(String bne, String bnf, String bng, String[] bnh, String[] bni, IList`1 bnj, Boolean bnk, DataController bnl, GenericDelegate1`1 bnm, String bnn, OS bno)    at Deadline.IO.PathMappingUtils.CheckPathMappingInFileAndReplace(String inFileName, String outFileName, String forceSeperator, String[] stringsToReplace, String[] newStrings, DataController dataController, GenericDelegate1`1 logFunction, String regionID, Boolean readFileAsBytes)    at Deadline.IO.PathMappingUtils.CheckPathMappingInFileAndReplace(String inFileName, String outFileName, String forceSeperator, String[] stringsToReplace, String[] newStrings, DataController dataController, GenericDelegate1`1 logFunction, String regionID)    at Deadline.IO.PathMappingUtils.CheckPathMappingInFileAndReplace(String inFileName, String outFileName, String[] stringsToReplace, String[] newStrings, DataController dataController, GenericDelegate1`1 logFunction, String regionID)    at Deadline.Scripting.RepositoryUtils.CheckPathMappingInFileAndReplace(String inFileName, String outFileName, String[] stringsToReplace, String[] newStrings) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE05-_I05plugins6093ee9580628310c00de09fNuke.py, line 404, in PreRenderTasks     self.pathMappingWithFilePermissionFix( sceneFilename, self.TempSceneFilename, ([,, _TCL_ESCAPE_), (_TCL_ESCAPE_, /, [) )   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE05-_I05plugins6093ee9580628310c00de09fNuke.py, line 326, in pathMappingWithFilePermissionFix     RepositoryUtils.CheckPathMappingInFileAndReplace( inFileName, outFileName, stringsToReplace, newStrings )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at FranticX.Processes.ManagedProcess.PreRenderTasks()    at FranticX.Processes.ManagedProcess.Execute(Boolean waitForExit)    at FranticX.Processes.ManagedProcess.GenerateManagedProcessAbortException(Exception e, String operationName)    at FranticX.Processes.ManagedProcess.Execute(Boolean waitForExit)    at FranticX.Processes.MonitoredManagedProcesses.StartMonitoredManagedProcess(String name, ManagedProcess managedProcess)    at Deadline.Plugins.DeadlinePlugin.StartMonitoredManagedProcessAsUser(String name, ManagedProcess managedProcess, String userName, String domain, String password, Boolean useSu, Boolean preserveEnvironment, Boolean setHomeVariable)    at Deadline.Plugins.DeadlinePlugin.StartMonitoredManagedProcess(String name, ManagedProcess managedProcess) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE05-_I05plugins6093ee9580628310c00de09fNuke.py, line 209, in StartJob     self.StartMonitoredManagedProcess( self.ProcessName, self.Process )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.StartJob()    at Deadline.Plugins.DeadlinePlugin.DoStartJob()    at Deadline.Plugins.PluginWrapper.StartJob(String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.StartJob(String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
73,error error parentinput is not number at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,<> is not a number,,,FALSE,,"Error: FailRenderException : >>> [10:57.57] ERROR: X_Distort1.AdjBBox1.disable: parent.input0 is not a number    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06plugins609cf81c31591321dc7ca7abNuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06plugins609cf81c31591321dc7ca7abNuke.py, line 39, in WritePython     self.WaitForProcess()   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06plugins609cf81c31591321dc7ca7abNuke.py, line 42, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE06plugins609cf81c31591321dc7ca7abNuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
74,error error read read error permission denied at message file line in rendertasks file line in writepython file line in file line in handleerror at args at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,read error: permission denied,,,FALSE,,"Error: FailRenderException : >>> [10:47.47] ERROR: Read1: D:/Dropbox/JAM/TJ/TJ00_FX/NJ07_DUST/Boosters/JEFFERSON_BURNERS_0040.png: Read error: Permission denied    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP012-_I02plugins609cf5bbd8563c85ac20b322Nuke.py, line 262, in RenderTasks     self.WritePython(scriptContents)   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP012-_I02plugins609cf5bbd8563c85ac20b322Nuke.py, line 39, in WritePython     self.WaitForProcess()   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP012-_I02plugins609cf5bbd8563c85ac20b322Nuke.py, line 46, in WaitForProcess     self.FlushMonitoredManagedProcessStdout( self.ProcessName )   File C:Userssir.renderAppDataLocalThinkboxDeadline10slaveCOMP012-_I02plugins609cf5bbd8563c85ac20b322Nuke.py, line 621, in HandleError     self.deadlinePlugin.FailRender( self.GetRegexMatch( 0 ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0Dispatcher.Invoke()    at Deadline.Plugins.DeadlinePlugin.RenderTasks()    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Nuke
75,error renderer returned nonzero error code check the log for more information at task string outmessage abortlevel,renderer returned non-zero error code,,,FALSE,,"Error: Renderer returned non-zero error code, -536870911. Check the log for more information.    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Redshift
76,the worker did not complete the task before the regular task timeout limit of d h m s the task timeout settings can be changed for this job by rightclicking on it in the monitor and selecting modify properties,the worker did not complete the task before the regular task timeout limit,,,FALSE,,The Worker did not complete the task before the Regular Task Timeout limit of 00d 01h 30m 00s. The Task Timeout settings can be changed for this job by right-clicking on it in the Monitor and selecting Modify Properties....,,,,,,,,,,,,,,,,Redshift
77,event error onjobreleased,event error api authorisation,,,FALSE,,Event Error (OnJobReleased): ApiAuthorisationError : ,,,,,,,,,,,,,,,,Redshift
78,error redshift render executable could not be found in the semicolon separated list the path to the render executable can be configured from the plugin configuration in the deadline monitor at message file line in selffailrender redshift render executable could not be found in the semicolon separated list the path to the render executable can be configured from the plugin configuration in the deadline monitor version at args at version cultureneutral at waitforexit at task string outmessage abortlevel,redshift renderer <> executable could not be found in the semicolon separated list,,,FALSE,,"Error: FailRenderException : Redshift render (1) executable could not be found in the semicolon separated list C:/ProgramData/Redshift/bin/redshiftCmdLine.exe;/usr/redshift/bin/redshiftCmdLine. The path to the render executable can be configured from the Plugin Configuration in the Deadline Monitor.    at Deadline.Plugins.DeadlinePlugin.FailRender(String message) (Python.Runtime.PythonException)   File C:UsersAdministratorAppDataLocalThinkboxDeadline10slaveNUKENODE08-_SIMplugins60251761cb0059174cfd50a1Redshift.py, line 56, in RenderExecutable     self.FailRender( Redshift render (%s) executable could not be found in the semicolon separated list %s. The path to the render executable can be configured from the Plugin Configuration in the Deadline Monitor. % ( version, redshiftExeList ) )    at Python.Runtime.Dispatcher.Dispatch(ArrayList args)    at __FranticX_GenericDelegate0`1[[System_String, System_Private_CoreLib, Version=4_0_0_0, Culture=neutral, PublicKeyToken=7cec85d7bea7798e]]Dispatcher.Invoke()    at FranticX.Processes.ManagedProcess.RenderExecutable()    at FranticX.Processes.ManagedProcess.Execute(Boolean waitForExit)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Redshift
79,error starting in insufficient system resources exist to complete the requested service at bx string by string bz at executable string arguments string at waitforexit at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,insufficient system resources exist to complete the request service,,,FALSE,,"Error starting C:/ProgramData/Redshift/bin/redshiftCmdLine.exe in C:ProgramDataRedshiftbin : Insufficient system resources exist to complete the requested service.  (System.Exception)    at FranticX.Processes.ChildProcess.i(String bx, String by, String bz)    at FranticX.Processes.ChildProcess.Launch(String executable, String arguments, String startupDirectory)    at FranticX.Processes.ManagedProcess.Execute(Boolean waitForExit)    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Redshift
80,event error onjobfinished exception at least one sequence expected for ffmpeg job none found,<> at least one sequence expected for ffmpeg job. none found,,,FALSE,,Event Error (OnJobFinished): Exception : [FFmpegScenedata] at least one sequence expected for ffmpeg job. None found.,,,,,,,,,,,,,,,,Redshift
81,post job script exception srcdir missing file line in main changes outdir outfilename file line in raise missing formatsrcdir at args at name pyobject args at modulename string functionname object args at scriptfilename boolean prejobscript string outmessage abortlevel,post job script <> missing,,,FALSE,,"Post job script //deadline/DeadlineRepository/custom/events/PPscript/jobscripts/postJobCopyToMaster.py: Exception : src_dir missing. (bstorageprojectsNJ04_PRODUCTIONNJ00_RENDERS03.LRRENDERCAM_OLDNJ074530_NJ074530_NJ07_TK04Escape_Pod) (FranticX.Scripting.PythonNetException)   File //deadline/DeadlineRepository/custom/events/PPscript/jobscripts/postJobCopyToMaster.py, line 60, in __main__     changes += copyFramesToMaster(frameslist, out_dir, out_filename)   File //deadline/DeadlineRepository/custom/events/PPscript/jobscripts/postJobCopyToMaster.py, line 85, in copyFramesToMaster     raise Exception(src_dir missing. ({}).format(src_dir))    at Python.Runtime.PyObject.Invoke(PyObject[] args)    at Python.Runtime.PyObject.InvokeMethod(String name, PyObject[] args)    at FranticX.Scripting.PythonNetScriptEngine.CallFunction(String moduleName, String functionName, Object[] args)    at Deadline.Plugins.PluginWrapper.RenderScript(String scriptFilename, Boolean preJobScript, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,NULL
82,stalled worker report,stalled worker report,,,FALSE,,STALLED WORKER REPORT,,,,,,,,,,,,,,,,Redshift
83,event error onjobsubmitted exception no sound found named in footagewavs,event error onjobsubmitted exception no sound found named <>,,,FALSE,,"Event Error (OnJobSubmitted): Exception : [FINALCOMP_addSound] No sound found named 'NJ_S_CG_CORRIDOR_SET_LIGHT_TK06.0000.wav' in: [., ../../04_FOOTAGE/WAVs, ../../09_FOOTAGE/WAVs]",,,,,,,,,,,,,,,,Redshift
84,error starting in the paging file is too small for this operation to complete at bx string by string bz at executable string arguments string at waitforexit at task string outmessage abortlevel abortlevel at task string outmessage abortlevel,the paging file is too small for this operation to complete,,,FALSE,,"Error starting C:/ProgramData/Redshift/bin/redshiftCmdLine.exe in C:ProgramDataRedshiftbin : The paging file is too small for this operation to complete.  (System.Exception)    at FranticX.Processes.ChildProcess.i(String bx, String by, String bz)    at FranticX.Processes.ChildProcess.Launch(String executable, String arguments, String startupDirectory)    at FranticX.Processes.ManagedProcess.Execute(Boolean waitForExit)    at Deadline.Plugins.DeadlinePlugin.DoRenderTasks()    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)    at Deadline.Plugins.PluginWrapper.RenderTasks(Task task, String& outMessage, AbortLevel& abortLevel)",,,,,,,,,,,,,,,,Redshift
